stop_id,stop_code,stop_name,stop_lat,stop_lon,zone_id,stop_url,location_type,wheelchair_boarding
1418,1418,"Tuggeranong Pkwy before Sulwood Dr",-35.372604,149.057409,,,0,0
1435,1435,"Clive Steele Av before 2nd Priddle St",-35.410718,149.100686,,,0,0
1436,1436,"Clive Steele Av opp 1st Priddle St",-35.410892,149.100719,,,0,0
1437,1437,"Clive Steele Av opp 2nd Brain St",-35.412360,149.100027,,,0,0
1438,1438,"Clive Steele Av before 2nd Brain St",-35.412885,149.099366,,,0,0
1439,1439,"Clive Steele Av before 2nd Fraenkel St",-35.414112,149.097043,,,0,0
1440,1440,"Clive Steele Av before 2nd Coode St",-35.414441,149.096740,,,0,0
1441,1441,"Monash Shops Cockcroft Av",-35.417059,149.098237,,,0,0
1442,1442,"Cockcroft Av opp Monash Shops",-35.416742,149.098198,,,0,0
1443,1443,"Cockcroft Av before Kneeshaw St",-35.419885,149.097304,,,0,0
1444,1444,"Goodwin Aged Care Cockcroft Av",-35.419751,149.097043,,,0,0
1445,1445,"Charleston St after 2nd William Hudson Cr",-35.416281,149.079178,,,0,0
1446,1446,"Charleston St after Blakey Cl",-35.416263,149.079360,,,0,0
1447,1447,"Charleston St before 1st William Hudson Cr",-35.418192,149.082438,,,0,0
1448,1448,"Charleston St after Hallstrom Cct",-35.418090,149.082409,,,0,0
1449,1449,"Clive Steele Av before 1st Balsillie Cr",-35.416677,149.086218,,,0,0
1450,1450,"Clive Steele Av opp 2nd Balsillie Cr",-35.416610,149.086533,,,0,0
1451,1451,"Clive Steele Av before 2nd Balsillie Cr",-35.416239,149.088005,,,0,0
1452,1452,"Clive Steele Av before Harkness St",-35.416298,149.088358,,,0,0
1453,1453,"Monash PS Corlette Cr",-35.415340,149.089569,,,0,0
1454,1454,"Corlette Cr after Hebblewhite St",-35.414164,149.087577,,,0,0
1456,1456,"Corlette Cr opp Monash PS",-35.414787,149.088975,,,0,0
1457,1457,"Corlette Cr opp Hebblewhite St",-35.414229,149.087272,,,0,0
1458,1458,"Hebblewhite St after Forwood St",-35.411989,149.087664,,,0,0
1459,1459,"Hebblewhite St before Burnell Pl",-35.412096,149.087407,,,0,0
1460,1460,"Harricks Cr after 1st Michell St",-35.410713,149.091178,,,0,0
1461,1461,"Harricks Cr opp 1st Michell St",-35.410765,149.090883,,,0,0
1462,1462,"Harricks Cr after 1st Cracknell St",-35.408807,149.092679,,,0,0
1463,1463,"Harricks Cr opp 2nd Cracknell St",-35.408936,149.092449,,,0,0
1464,1464,"MacKinnon St opp MacKillop College",-35.405373,149.089506,,,0,0
1465,1465,"MacKillop College MacKinnon St SSO",-35.405320,149.089650,,,0,0
1466,1466,"Wheeler Cr after Sternberg Cr",-35.402337,149.091783,,,0,0
1467,1467,"Wheeler Cr before Hanna St",-35.400526,149.089227,,,0,0
1468,1468,"Wheeler Cr before Sternberg Cr",-35.402094,149.091797,,,0,0
1469,1469,"Wheeler Cr opp Hanna St",-35.400409,149.089292,,,0,0
1470,1470,"Wheeler Cr after Guthridge Cr",-35.398153,149.088372,,,0,0
1471,1471,"Wheeler Cr after Kirkton St",-35.398117,149.088481,,,0,0
1472,1472,"Wanniassa HS Wheeler Cr",-35.394803,149.086693,,,0,0
1473,1473,"Wheeler Cr opp Wanniassa HS",-35.394653,149.086594,,,0,0
1474,1474,"Kirkton St before Greeves St",-35.397468,149.089956,,,0,0
1475,1475,"Kirkton St before Wheeler Cr",-35.397537,149.090170,,,0,0
1476,1476,"Kirkton St after 2nd Holden Cr",-35.397269,149.094785,,,0,0
1477,1477,"Kirkton St after Embling St",-35.397309,149.094195,,,0,0
1478,1478,"Gaunson Cr at Harbison Cr",-35.395237,149.098434,,,0,0
1479,1479,"Gaunson Cr opp Harbison Cr",-35.395123,149.098491,,,0,0
1480,1480,"Gaunson Cr after 1st Sullivan Cr",-35.393342,149.099628,,,0,0
1481,1481,"Gaunson Cr opp 2nd Sullivan Cr",-35.392723,149.099370,,,0,0
1482,1482,"Gaunson Cr after Longmore Cr",-35.390588,149.098876,,,0,0
1483,1483,"Gaunson Cr before Longmore Cr",-35.390382,149.098851,,,0,0
1484,1484,"Longmore Cr after Pyke Pl",-35.388087,149.097982,,,0,0
1485,1485,"Longmore Cr before Sainsbury St",-35.388494,149.098303,,,0,0
1486,1486,"Clift Cr after Ashley Dr",-35.424738,149.104019,,,0,0
1487,1487,"Clift Cr before Ashley Dr",-35.424897,149.104043,,,0,0
1488,1488,"29 Clift Cr",-35.426280,149.107056,,,0,0
1489,1489,"Clift Cr opp 29",-35.426372,149.107042,,,0,0
1490,1490,"Clift Cr before 2nd Kiddle Cr",-35.427562,149.109589,,,0,0
1491,1491,"Clift Cr opp 1st Kiddle Cr",-35.427624,149.109780,,,0,0
1492,1492,"Clift Cr before Heagney Cr",-35.426282,149.112288,,,0,0
1493,1493,"Clift Cr opp Heagney Cr",-35.426308,149.112478,,,0,0
1494,1494,"Heagney Cr before Beattie Cr",-35.425383,149.114077,,,0,0
1495,1495,"Heagney Cr before 2nd Mclorinan St",-35.425238,149.114285,,,0,0
1496,1496,"Beattie Cr before 2nd McBurney Cr",-35.422762,149.112019,,,0,0
1497,1497,"Beattie Cr before Swanton St",-35.423058,149.112178,,,0,0
1498,1498,"Beattie Cr after Hemmings Cr",-35.420984,149.113621,,,0,0
1499,1499,"Beattie Cr opp Hemmings Cr",-35.420965,149.113865,,,0,0
1500,1500,"Beattie Cr after Goldstein Cr",-35.418313,149.115569,,,0,0
1501,1501,"Beattie Cr after 2nd Longman St",-35.418601,149.115219,,,0,0
1504,1504,"Gowrie Shops Castleton Cr",-35.413870,149.109327,,,0,0
1505,1505,"Castleton Cr opp Gowrie Shops",-35.414013,149.109397,,,0,0
1506,1506,"Castleton Cr after 2nd Wheatley St",-35.412066,149.105807,,,0,0
1507,1507,"Castleton Cr opp 1st Wheatley St",-35.411981,149.105556,,,0,0
1508,1508,"Castleton Cr before Easterbrook Pl",-35.409963,149.104886,,,0,0
1509,1509,"Castleton Cr opp Easterbrook Pl",-35.410090,149.104967,,,0,0
1510,1510,"Castleton Cr after Farcomb Pl",-35.407349,149.106466,,,0,0
1511,1511,"Castleton Cr after Middleton Cct",-35.407182,149.106505,,,0,0
1512,1512,"Castleton Cr after Peeler Pl",-35.406056,149.111056,,,0,0
1513,1513,"Castleton Cr before Wray Pl",-35.406197,149.111205,,,0,0
1529,1529,"Bugden Av after Mactier Pl",-35.414471,149.104533,,,0,0
1530,1530,"Bugden Av opp Denehy Pl",-35.414685,149.104606,,,0,0
1531,1531,"Bugden Av after 1st Dalziel St",-35.417136,149.104855,,,0,0
1532,1532,"Bugden Av after 1st Stacy St",-35.416935,149.104787,,,0,0
1533,1533,"Bugden Av after 2nd Dalziel St",-35.418079,149.107385,,,0,0
1534,1534,"Bugden Av before 1st Ingram St",-35.417955,149.107856,,,0,0
1535,1535,"Bugden Av after Beardsmore Pl",-35.415811,149.109840,,,0,0
1536,1536,"Bugden Av before 2nd Galleghan Cct",-35.415728,149.110049,,,0,0
1537,1537,"Norriss St after 1st Woodburn St",-35.416852,149.117772,,,0,0
1538,1538,"Norriss St opp 2nd Woodburn St",-35.416912,149.117961,,,0,0
1539,1539,"Norriss St opp Caroline Chisholm Senior School",-35.416431,149.121032,,,0,0
1540,1540,"Caroline Chisholm Senior School Norriss St",-35.416575,149.120836,,,0,0
1542,1542,"Hambidge Cr before Proctor St",-35.416041,149.130189,,,0,0
1543,1543,"Hambidge Cr opp 64",-35.418268,149.127212,,,0,0
1544,1544,"64 Hambidge Cr",-35.418097,149.127335,,,0,0
1545,1545,"Hambidge Cr after 1st Alice Jackson Cr",-35.416602,149.129855,,,0,0
1546,1546,"Baskerville St after Hambidge Cr",-35.419530,149.125425,,,0,0
1547,1547,"Baskerville St before Hambidge Cr",-35.419584,149.125331,,,0,0
1548,1548,"Baskerville St before 1st Laughton St",-35.422051,149.124390,,,0,0
1549,1549,"Baskerville St opp 2nd Laughton St",-35.421961,149.124524,,,0,0
1550,1550,"Heagney Cr after Alston St",-35.424281,149.123477,,,0,0
1551,1551,"Heagney Cr after 1st Muntz St",-35.424407,149.123683,,,0,0
1552,1552,"Heagney Cr after Goldstein Cr",-35.424252,149.121332,,,0,0
1553,1553,"Heagney Cr before 1st Moffin St",-35.424343,149.121259,,,0,0
1554,1554,"Heagney Cr after 2nd Mofflin St",-35.424314,149.117442,,,0,0
1555,1555,"Heagney Cr opp 2nd McLorinan St",-35.424200,149.117209,,,0,0
1556,1556,"Richardson Shops Clift Cr",-35.427259,149.115792,,,0,0
1557,1557,"Clift Cr opp Meeson St",-35.428668,149.118497,,,0,0
1558,1558,"Clift Cr before Meeson St",-35.428604,149.118580,,,0,0
1559,1559,"Clift Cr opp Richardson Shops",-35.427334,149.116004,,,0,0
1560,1560,"Louisa Lawson Cr before Gellatly Pl",-35.417691,149.137217,,,0,0
1561,1561,"Louisa Lawson Cr after 1st May Maxwell Cr",-35.417600,149.137260,,,0,0
1562,1562,"Louisa Lawson Cr after Fenston Pl",-35.416144,149.139438,,,0,0
1563,1563,"Louisa Lawson Cr opp Fenston Pl",-35.416088,149.139358,,,0,0
1564,1564,"Louisa Lawson Cr before 1st Aronson Cr",-35.412316,149.137509,,,0,0
1565,1565,"Louisa Lawson Cr after 2nd Willoughby Cr",-35.412259,149.137400,,,0,0
1566,1566,"Louisa Lawson Cr before 2nd Willoughby Cr",-35.412511,149.135275,,,0,0
1567,1567,"Louisa Lawson Cr after 1st Aronson Cr",-35.412578,149.135104,,,0,0
1568,1568,"Louisa Lawson Cr before 2nd Aronson Cr",-35.413875,149.133002,,,0,0
1569,1569,"Louisa Lawson Cr before Litchfield Pl",-35.413853,149.132904,,,0,0
1576,1576,"Duggan St after Outtrim Av",-35.436524,149.097743,,,0,0
1577,1577,"Duggan St before Outtrim Av",-35.436485,149.097607,,,0,0
1596,1596,"Newman-Morris Cct before Taverner St",-35.404247,149.077479,,,0,0
1597,1597,"Newman-Morris Cct after Taverner St",-35.404262,149.077609,,,0,0
1599,1599,"McBryde Cr opp Trinity Christian School",-35.407416,149.087085,,,0,0
1600,1600,"Trinity Christian School McBryde Cr",-35.407527,149.086841,,,0,0
1606,1606,"Calwell HS Casey Cr",-35.441239,149.116884,,,0,0
1608,1608,"St Clares College McMillan Cr SSO",-35.323219,149.146183,,,0,0
1609,1609,"St Edmunds College McMillan Cr SSO",-35.323215,149.146033,,,0,0
1615,1615,"Holy Family PS Castleton Cr",-35.410953,149.115701,,,0,0
1630,1630,"Laurens St before McBryde Cr",-35.406727,149.084290,,,0,0
1631,1631,"Laurens St after McBryde Cr",-35.406870,149.084323,,,0,0
1637,1637,"Weston Creek Terminus Hindmarsh Dr",-35.343920,149.027660,,,0,0
1638,1638,"Forsythe St before Pockett Av",-35.474490,149.094704,,,0,0
1639,1639,"Forsythe St after Pockett Av",-35.474525,149.094926,,,0,0
1641,1641,"Lanyon Marketplace Terminus North",-35.456160,149.092291,,,0,0
1642,1642,"Barraclough Cr opp Goodwin Village",-35.416332,149.096259,,,0,0
1649,1649,"Lawrence Wackett Cr before Tharwa Dr",-35.442646,149.122636,,,0,0
1650,1650,"Lawrence Wackett Cr after Scantlebury Cr",-35.442652,149.122792,,,0,0
1651,1651,"Goodwin Village Barraclough Cr",-35.416280,149.095901,,,0,0
1660,1660,"Barr Smith Av after 1st Derrington Cr",-35.432228,149.076650,,,0,0
1661,1661,"Barr Smith Av before 2nd Derrington Cr",-35.430812,149.074816,,,0,0
1666,1666,"Gordon PS Knoke Av",-35.458172,149.086239,,,0,0
1667,1667,"Duggan St before Downard St",-35.438992,149.098285,,,0,0
1668,1668,"Duggan St before Pennington Cr",-35.439074,149.098200,,,0,0
1669,1669,"Clive Steele Av opp 187",-35.419870,149.085653,,,0,0
1670,1670,"189 Clive Steele Av",-35.419968,149.085854,,,0,0
1671,1671,"Clive Steele Av opp Falconer St",-35.421359,149.088592,,,0,0
1672,1672,"Clive Steele Av after Falconer St",-35.421377,149.088750,,,0,0
1675,1675,"Forsythe St after Bellchambers Cr",-35.475141,149.097619,,,0,0
1676,1676,"Forsythe St after 1st Smeaton Cct",-35.474882,149.097154,,,0,0
1677,1677,"Forsythe St after 2nd Olive Pink Cr",-35.476552,149.099793,,,0,0
1678,1678,"Forsythe St after 2nd Smeaton Cct",-35.476443,149.099815,,,0,0
1679,1679,"Forsythe St after 2nd Alison Ashby Cr",-35.475241,149.101068,,,0,0
1680,1680,"73 Forsythe St",-35.474990,149.100909,,,0,0
1681,1681,"Paperbark St after Galbraith Cl",-35.472399,149.103205,,,0,0
1682,1682,"Paperbark St after Troughton St",-35.472405,149.103104,,,0,0
1683,1683,"Paperbark St before 2nd Kettlewell Cr",-35.469199,149.104669,,,0,0
1684,1684,"Paperbark St opp 1st Kettlewell Cr",-35.469855,149.104424,,,0,0
1685,1685,"Paperbark St after 1st Kettlewell Cr",-35.468349,149.105689,,,0,0
1686,1686,"Paperbark St before Jane Sutherland St",-35.468242,149.105985,,,0,0
1687,1687,"Templestowe Av after Eaglemont Rt",-35.463891,149.111349,,,0,0
1688,1688,"Templestowe Av opp Eaglemont Rt",-35.463830,149.111208,,,0,0
1689,1689,"Templestowe Av after 2nd Barringer St",-35.462639,149.109789,,,0,0
1690,1690,"Templestowe Av opp 1st Barringer St",-35.462751,149.109494,,,0,0
1691,1691,"Templestowe Av after 1st Barringer St",-35.462497,149.107923,,,0,0
1692,1692,"Templestowe Av opp 2nd Barringer St",-35.462229,149.107194,,,0,0
1696,1696,"Barr Smith Av opp 2nd Derrington Cr",-35.432180,149.076794,,,0,0
1697,1697,"Barr Smith Av opp 1st Derrington Cr",-35.430952,149.075074,,,0,0
1698,1698,"Bugden Av opp Holy Family PS",-35.410042,149.118399,,,0,0
1699,1699,"Holy Family PS Bugden Av",-35.410011,149.118277,,,0,0
1708,1708,"City Interchange Plt 7 Arrivals",-35.277895,149.130764,,https://www.transport.act.gov.au/__data/assets/pdf_file/0009/1559421/20054_TC_interchange_map_city_A4.pdf,0,0
1721,1721,"City Interchange Plt 11 Arrivals",-35.279332,149.130421,,https://www.transport.act.gov.au/__data/assets/pdf_file/0009/1559421/20054_TC_interchange_map_city_A4.pdf,0,0
1723,1723,"City Interchange Arrivals",-35.278552,149.130596,,https://www.transport.act.gov.au/__data/assets/pdf_file/0009/1559421/20054_TC_interchange_map_city_A4.pdf,0,0
1729,1729,"Anthony Rolfe Av after Waghorn St",-35.185020,149.154597,,,0,0
1736,1736,"UC Public Hospital Thirriwirri St",-35.233663,149.081939,,,0,0
1737,1737,"Thirriwirri St opp UC Public Hospital",-35.233762,149.081085,,,0,0
1738,1738,"Thirriwirri St before Allawoona St",-35.234349,149.086534,,,0,0
1739,1739,"Thirriwirri St after Allawoona St",-35.234327,149.086270,,,0,0
1740,1740,"Drakeford Dr after Athllon Dr",-35.420123,149.075921,,,0,0
1741,1741,"Drakeford Dr before Isabella Dr",-35.420965,149.076646,,,0,0
1742,1742,"St Monicas PS Moynihan St",-35.213616,149.061044,,,0,0
1743,1743,"Lyneham PS Brigalow St",-35.250549,149.126067,,,0,0
1749,1749,"Noorooma St before Ellerston Av",-35.428822,149.088309,,,0,0
1766,1766,"Barrier St before Ipswich St",-35.326234,149.167513,,,0,0
1768,1768,"Barrier St opp Isa St",-35.327690,149.170232,,,0,0
1770,1770,"Barrier St before Pirie St",-35.326447,149.168193,,,0,0
1771,1771,"Barrier St before Isa St",-35.327768,149.170613,,,0,0
1772,1772,"Newcastle St after Lyell St",-35.326558,149.174571,,,0,0
1776,1776,"Battye St opp CIT Bruce",-35.246471,149.096966,,,0,0
1777,1777,"Langton Cr before King Edward Tce",-35.298929,149.127197,,,0,0
1778,1778,"Langton Cr after Newlands St",-35.299451,149.127409,,,0,0
1790,1790,"Anthony Rolfe Av after Gundaroo Rd",-35.182257,149.129270,,,0,0
1791,1791,"Summerland Cct after Mannheim St",-35.385383,149.073318,,,0,0
1792,1792,"Summerland Cct after Mason St",-35.385438,149.073249,,,0,0
1801,1801,"Gungahlin Place Plt 3 Arrivals",-35.185350,149.135160,,,0,0
1802,1802,"North Weston Park & Ride",-35.321680,149.058296,,,0,0
1803,1803,"Tuggeranong Interchange Plt 3",-35.414656,149.065635,,https://www.transport.act.gov.au/__data/assets/pdf_file/0013/1244200/TC_station_tuggeranong.pdf,0,0
1804,1804,"Tuggeranong Interchange Plt 4",-35.414427,149.065463,,https://www.transport.act.gov.au/__data/assets/pdf_file/0013/1244200/TC_station_tuggeranong.pdf,0,0
1807,1807,"Tuggeranong Interchange Plt 7",-35.414616,149.065388,,https://www.transport.act.gov.au/__data/assets/pdf_file/0013/1244200/TC_station_tuggeranong.pdf,0,0
1808,1808,"Tuggeranong Interchange Plt 8",-35.414923,149.065626,,https://www.transport.act.gov.au/__data/assets/pdf_file/0013/1244200/TC_station_tuggeranong.pdf,0,0
1809,1809,"Opp North Weston Park & Ride",-35.322591,149.057622,,,0,0
1810,1810,"Anketell St opp Lakeside Leisure Centre",-35.412279,149.063313,,,0,0
1811,1811,"Theodore Terminus Chippindall Cct",-35.453058,149.118563,,,0,0
1812,1812,"Lanyon Marketplace Terminus South",-35.456354,149.092463,,,0,0
1815,1815,"Barr Smith Av opp Coombe St",-35.429014,149.074577,,,0,0
1816,1816,"Barr Smith Av after Coombe St",-35.428804,149.074735,,,0,0
1821,1821,"City West Marcus Clarke St",-35.279102,149.125561,,,0,0
1825,1825,"IKEA Majura Rd",-35.296085,149.187705,,,0,0
1836,1836,"Ashley Dr before Erindale Dr",-35.407621,149.102410,,,0,0
1837,1837,"Ashley Dr after Erindale Dr",-35.407450,149.102719,,,0,0
1838,1838,"Ashley Dr opp Bugden Av",-35.413342,149.102358,,,0,0
1839,1839,"Ashley Dr before Bugden Av",-35.412420,149.102769,,,0,0
1840,1840,"Ashley Dr before Isabella Dr",-35.424109,149.103232,,,0,0
1841,1841,"Ashley Dr after Isabella Dr",-35.422650,149.103510,,,0,0
1903,1903,"Callaway Cr after 2nd Myles Connell Cr",-35.461905,149.082228,,,0,0
1904,1904,"Knoke Av after 1st Mina Wylie Cr",-35.463902,149.083174,,,0,0
1905,1905,"Wanniassa Shops Langdon Av",-35.391052,149.086784,,,0,0
1906,1906,"Langdon Av opp Wanniassa Shops",-35.391088,149.086937,,,0,0
1907,1907,"Carruthers St before Theodore St",-35.331821,149.079279,,,0,0
1908,1908,"Wanniassa Park & Ride North",-35.389589,149.084686,,,0,0
1909,1909,"Wanniassa Park & Ride South",-35.390179,149.083559,,,0,0
2,2,"Athllon Dr after Learmonth Dr",-35.402611,149.064747,,,0,0
2002,2002,"Launceston St before Furzer St",-35.340800,149.084461,,,0,0
2003,2003,"Theodore St before 1st James St",-35.335696,149.081259,,,0,0
2004,2004,"Theodore St before 2nd James St",-35.333497,149.079750,,,0,0
2005,2005,"Carruthers St opp Curtin PS",-35.330510,149.077728,,,0,0
2006,2006,"Carruthers St after 2nd McCormack St",-35.327662,149.075588,,,0,0
2007,2007,"Carruthers St after Jennings St",-35.324566,149.075576,,,0,0
2008,2008,"Throssell St after Kennerley St",-35.322986,149.074811,,,0,0
2009,2009,"Throssell St after Jennings St",-35.321160,149.074925,,,0,0
2010,2010,"Throssell St opp Prendergast St",-35.319388,149.077039,,,0,0
2011,2011,"Dunstan St before McCulloch St",-35.318747,149.080242,,,0,0
2012,2012,"McCulloch St before 2nd Morgan Cr",-35.321608,149.081954,,,0,0
2013,2013,"McCulloch St after 2nd Morgan Cr",-35.323188,149.082576,,,0,0
2014,2014,"Carruthers St opp Curtin Shops",-35.324606,149.082777,,,0,0
2015,2015,"Carruthers St after Allan St",-35.325514,149.085024,,,0,0
2016,2016,"Carruthers St before Groom St",-35.326917,149.090011,,,0,0
2017,2017,"Carruthers St after Yarra Glen",-35.325826,149.085235,,,0,0
2018,2018,"Curtin Shops Carruthers St",-35.324994,149.083001,,,0,0
2019,2019,"McCulloch St before Propsting St",-35.323287,149.082400,,,0,0
2020,2020,"McCulloch St after Reynolds St",-35.320926,149.081591,,,0,0
2021,2021,"Dunstan St after McCulloch St",-35.318862,149.080228,,,0,0
2022,2022,"Throssell St after Prendergast St",-35.319479,149.076987,,,0,0
2023,2023,"Throssell St after 2nd Robertson St",-35.321521,149.074953,,,0,0
2024,2024,"Throssell St after Storey St",-35.323041,149.074948,,,0,0
2025,2025,"Carruthers St opp Jennings St",-35.324712,149.075654,,,0,0
2026,2026,"Carruthers St after Nelson Pl",-35.327788,149.075785,,,0,0
2027,2027,"Carruthers St before Curtin PS",-35.330288,149.077684,,,0,0
2028,2028,"Theodore St opp 1st James St",-35.333686,149.079877,,,0,0
2029,2029,"Theodore St before 2nd Holman St",-35.335554,149.081246,,,0,0
2030,2030,"Marrawah St after Theodore St",-35.338597,149.082031,,,0,0
2031,2031,"Launceston St after Irving St",-35.340665,149.084709,,,0,0
2032,2032,"Melrose Dr opp Phillip Pool",-35.339084,149.082813,,,0,0
2033,2033,"Melrose Dr before Launceston St",-35.339215,149.083122,,,0,0
2034,2034,"Beasley St opp Torrens PS",-35.372251,149.089791,,,0,0
2035,2035,"Torrens PS Beasley St",-35.371876,149.090661,,,0,0
2036,2036,"Beasley St after Lambrigg St",-35.371948,149.095472,,,0,0
2037,2037,"Beasley St after Athllon Dr",-35.371865,149.095493,,,0,0
2038,2038,"Badimara St after Yambina St",-35.358505,149.060114,,,0,0
2039,2039,"Beasley St before Wilkins St",-35.371718,149.098123,,,0,0
2040,2040,"Wilkins St after Hoadley St",-35.370606,149.099632,,,0,0
2041,2041,"Wilkins St after Beasley St",-35.370504,149.099423,,,0,0
2042,2042,"Heard St after Wilkins St",-35.368165,149.097688,,,0,0
2043,2043,"Heard St before Wilkins St",-35.368034,149.097572,,,0,0
2044,2044,"Heard St opp Southlands Shops",-35.365578,149.095423,,,0,0
2045,2045,"Southlands Shops Heard St",-35.365471,149.095324,,,0,0
2050,2050,"Pearce Shops Macfarland Cr",-35.362987,149.081353,,,0,0
2052,2052,"Nemarang Cr after Larakia St",-35.351855,149.063909,,,0,0
2053,2053,"Hodgson Cr at Murphy Cr",-35.366274,149.082531,,,0,0
2054,2054,"Hodgson Cr after Brinsmead St",-35.366216,149.082327,,,0,0
2055,2055,"Macfarland Cr before 2nd Threlfall St",-35.358229,149.075663,,,0,0
2056,2056,"Macfarland Cr after Wilsmore Cr",-35.358116,149.075496,,,0,0
2057,2057,"Macfarland Cr after Collings St",-35.361305,149.077995,,,0,0
2058,2058,"Macfarland Cr before Sheehan St",-35.361502,149.078048,,,0,0
2059,2059,"Macfarland Cr after Waldock St",-35.355623,149.075247,,,0,0
2060,2060,"Macfarland Cr opp Waldock St",-35.355735,149.075326,,,0,0
2061,2061,"Chifley Shops Eggleston Cr",-35.352530,149.075535,,,0,0
2062,2062,"Eggleston Cr opp Chifley Shops",-35.352150,149.075305,,,0,0
2063,2063,"Eggleston Cr after McDonald St",-35.349594,149.076139,,,0,0
2064,2064,"Eggleston Cr after Plunkett St",-35.349676,149.076187,,,0,0
2065,2065,"Launceston St opp Dennes Pl",-35.346677,149.074132,,,0,0
2066,2066,"Launceston St after Dennes Pl",-35.346726,149.074034,,,0,0
2067,2067,"Launceston St before 2nd Tarraleah Cr",-35.343412,149.074526,,,0,0
2068,2068,"Launceston St after Port Arthur St",-35.342863,149.074670,,,0,0
2069,2069,"Lyons Shops Launceston St",-35.339708,149.076986,,,0,0
2070,2070,"Launceston St opp Lyons Shops",-35.340408,149.076472,,,0,0
2071,2071,"Launceston St after Glenorchy St",-35.339541,149.079974,,,0,0
2072,2072,"Launceston St after Burnie St",-35.339601,149.079840,,,0,0
2073,2073,"Beasley St opp Gepp Pl",-35.368643,149.084696,,,0,0
2074,2074,"Torrens Shops Beasley St",-35.373089,149.086631,,,0,0
2075,2075,"Beasley St before Hawker St",-35.370811,149.085237,,,0,0
2076,2076,"Beasley St before Wyatt St",-35.370744,149.085364,,,0,0
2077,2077,"Beasley St before Gepp Pl",-35.368483,149.084474,,,0,0
2090,2090,"Badimara St after 1st Kalgoorlie Cr",-35.358631,149.060178,,,0,0
2091,2091,"Canberra College Launceston St",-35.340248,149.090057,,,0,0
2092,2092,"Launceston St opp Canberra College",-35.340313,149.090339,,,0,0
2093,2093,"Yamba Dr opp St Peter & St Pauls PS",-35.340547,149.093514,,,0,0
2094,2094,"Yamba Dr after Kitchener St",-35.342457,149.096397,,,0,0
2095,2095,"Yamba Dr opp Canberra Hospital",-35.346700,149.099580,,,0,0
2096,2096,"Tyagarah St before Culgoa Cct",-35.350118,149.106441,,,0,0
2097,2097,"Culgoa Cct after 2nd Jindalee Cr",-35.352203,149.104392,,,0,0
2098,2098,"Culgoa Cct before Bulwarra Cl",-35.352339,149.104555,,,0,0
2099,2099,"Culgoa Cct after 1st Jindalee Cr",-35.354380,149.104996,,,0,0
2100,2100,"Culgoa Cct opp 2nd Jindalee Cr",-35.354306,149.105101,,,0,0
2101,2101,"Kareelah Vsta after Mialli Pl",-35.355460,149.107267,,,0,0
2102,2102,"Kareelah Vsta after Gerogery Pl",-35.355485,149.107132,,,0,0
2103,2103,"Kareelah Vsta before Numeralla St",-35.357431,149.107688,,,0,0
2104,2104,"Kareelah Vsta after Taronga Pl",-35.357780,149.108376,,,0,0
2105,2105,"Ngunawal Dr before Kareelah Vsta",-35.359443,149.109038,,,0,0
2106,2106,"Ngunawal Dr after Kareelah Vsta",-35.359623,149.109087,,,0,0
2107,2107,"Bromby St before Cobbadah St",-35.362130,149.106953,,,0,0
2108,2108,"Bromby St opp Cobbadah St",-35.362080,149.107125,,,0,0
2109,2109,"Bromby St after William Wilkins Cr",-35.363601,149.107772,,,0,0
2110,2110,"Bromby St after Julia Flynn Av",-35.363641,149.107655,,,0,0
2111,2111,"Julia Flynn Av after Adkinson Cl",-35.364206,149.110548,,,0,0
2112,2112,"St Judes PS Mulley St",-35.335532,149.051091,,,0,0
2113,2113,"Mulley St opp St Judes PS",-35.335615,149.051045,,,0,0
2114,2114,"Heysen St opp Gruner St",-35.331083,149.058611,,,0,0
2115,2115,"Heysen St before Gruner St",-35.331300,149.058791,,,0,0
2116,2116,"Heysen St before Bellette St",-35.333356,149.060901,,,0,0
2117,2117,"Heysen St after Bunny St",-35.333324,149.060689,,,0,0
2118,2118,"Dixon Dr after Twynam St",-35.329561,149.046439,,,0,0
2119,2119,"Dixon Dr opp Guy Pl",-35.329473,149.046258,,,0,0
2120,2120,"Dixon Dr opp Hyndes Cr",-35.329679,149.043850,,,0,0
2121,2121,"Dixon Dr after Hyndes Cr",-35.329814,149.043864,,,0,0
2122,2122,"Dixon Dr opp Warragamba Av",-35.330037,149.041986,,,0,0
2123,2123,"Dixon Dr after Warragamba Av",-35.329947,149.041878,,,0,0
2124,2124,"Warragamba Av before Dixon Dr",-35.330175,149.038159,,,0,0
2125,2125,"Warragamba Av after Dixon Dr",-35.330281,149.038170,,,0,0
2128,2128,"Burrinjuck Cr opp Duffy PS",-35.334199,149.032279,,,0,0
2129,2129,"Duffy PS Burrinjuck Cr",-35.334854,149.031907,,,0,0
2130,2130,"Burrinjuck Cr before Serpentine St",-35.333468,149.034789,,,0,0
2131,2131,"Burrinjuck Cr before 2nd Blowering St",-35.333604,149.034653,,,0,0
2132,2132,"Burrinjuck Cr after 1st Blowering St",-35.333022,149.037223,,,0,0
2133,2133,"Duffy Shops Burrinjuck Cr",-35.336823,149.031757,,,0,0
2134,2134,"Burrinjuck Cr opp Duffy Shops",-35.337046,149.031593,,,0,0
2135,2135,"Renmark St after 1st Jemalong St",-35.338441,149.030275,,,0,0
2136,2136,"Renmark St after Eungella St",-35.338454,149.030462,,,0,0
